ID,Category,Subcategory,Title,Template,Description,Variables,Platform_Optimized,Complexity
DIGI_200,Digital Art,Environment,Peaceful Village Variation 4,"peaceful village, {style}, {mood}, {details}, {quality}",Professional peaceful village template,"style, mood, details, quality modifiers","Midjourney, Stable Diffusion",High
REND_201,3D Rendering,Architecture,Architectural Visualization Variation 1,"3D architectural visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D architectural visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_202,3D Rendering,Architecture,Architectural Visualization Variation 2,"3D architectural visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D architectural visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_203,3D Rendering,Architecture,Architectural Visualization Variation 3,"3D architectural visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D architectural visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_204,3D Rendering,Architecture,Architectural Visualization Variation 4,"3D architectural visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D architectural visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_205,3D Rendering,Product,Product Rendering Variation 1,"3D product rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D product rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_206,3D Rendering,Product,Product Rendering Variation 2,"3D product rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D product rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_207,3D Rendering,Product,Product Rendering Variation 3,"3D product rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D product rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_208,3D Rendering,Product,Product Rendering Variation 4,"3D product rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D product rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_209,3D Rendering,Technical,Interior Design Variation 1,"3D interior design, {materials}, {lighting}, {angle}, {quality}",Professional 3D interior design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_210,3D Rendering,Technical,Interior Design Variation 2,"3D interior design, {materials}, {lighting}, {angle}, {quality}",Professional 3D interior design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_211,3D Rendering,Technical,Interior Design Variation 3,"3D interior design, {materials}, {lighting}, {angle}, {quality}",Professional 3D interior design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_212,3D Rendering,Technical,Interior Design Variation 4,"3D interior design, {materials}, {lighting}, {angle}, {quality}",Professional 3D interior design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_213,3D Rendering,Technical,Character Modeling Variation 1,"3D character modeling, {materials}, {lighting}, {angle}, {quality}",Professional 3D character modeling template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_214,3D Rendering,Technical,Character Modeling Variation 2,"3D character modeling, {materials}, {lighting}, {angle}, {quality}",Professional 3D character modeling template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_215,3D Rendering,Technical,Character Modeling Variation 3,"3D character modeling, {materials}, {lighting}, {angle}, {quality}",Professional 3D character modeling template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_216,3D Rendering,Technical,Character Modeling Variation 4,"3D character modeling, {materials}, {lighting}, {angle}, {quality}",Professional 3D character modeling template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_217,3D Rendering,Technical,Vehicle Rendering Variation 1,"3D vehicle rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D vehicle rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_218,3D Rendering,Technical,Vehicle Rendering Variation 2,"3D vehicle rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D vehicle rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_219,3D Rendering,Technical,Vehicle Rendering Variation 3,"3D vehicle rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D vehicle rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_220,3D Rendering,Technical,Vehicle Rendering Variation 4,"3D vehicle rendering, {materials}, {lighting}, {angle}, {quality}",Professional 3D vehicle rendering template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_221,3D Rendering,Technical,Jewelry Design Variation 1,"3D jewelry design, {materials}, {lighting}, {angle}, {quality}",Professional 3D jewelry design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_222,3D Rendering,Technical,Jewelry Design Variation 2,"3D jewelry design, {materials}, {lighting}, {angle}, {quality}",Professional 3D jewelry design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_223,3D Rendering,Technical,Jewelry Design Variation 3,"3D jewelry design, {materials}, {lighting}, {angle}, {quality}",Professional 3D jewelry design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_224,3D Rendering,Technical,Jewelry Design Variation 4,"3D jewelry design, {materials}, {lighting}, {angle}, {quality}",Professional 3D jewelry design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_225,3D Rendering,Technical,Furniture Design Variation 1,"3D furniture design, {materials}, {lighting}, {angle}, {quality}",Professional 3D furniture design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_226,3D Rendering,Technical,Furniture Design Variation 2,"3D furniture design, {materials}, {lighting}, {angle}, {quality}",Professional 3D furniture design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_227,3D Rendering,Technical,Furniture Design Variation 3,"3D furniture design, {materials}, {lighting}, {angle}, {quality}",Professional 3D furniture design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_228,3D Rendering,Technical,Furniture Design Variation 4,"3D furniture design, {materials}, {lighting}, {angle}, {quality}",Professional 3D furniture design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_229,3D Rendering,Technical,Industrial Design Variation 1,"3D industrial design, {materials}, {lighting}, {angle}, {quality}",Professional 3D industrial design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_230,3D Rendering,Technical,Industrial Design Variation 2,"3D industrial design, {materials}, {lighting}, {angle}, {quality}",Professional 3D industrial design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_231,3D Rendering,Technical,Industrial Design Variation 3,"3D industrial design, {materials}, {lighting}, {angle}, {quality}",Professional 3D industrial design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_232,3D Rendering,Technical,Industrial Design Variation 4,"3D industrial design, {materials}, {lighting}, {angle}, {quality}",Professional 3D industrial design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_233,3D Rendering,Technical,Medical Visualization Variation 1,"3D medical visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D medical visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_234,3D Rendering,Technical,Medical Visualization Variation 2,"3D medical visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D medical visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_235,3D Rendering,Technical,Medical Visualization Variation 3,"3D medical visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D medical visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_236,3D Rendering,Technical,Medical Visualization Variation 4,"3D medical visualization, {materials}, {lighting}, {angle}, {quality}",Professional 3D medical visualization template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_237,3D Rendering,Technical,Scientific Illustration Variation 1,"3D scientific illustration, {materials}, {lighting}, {angle}, {quality}",Professional 3D scientific illustration template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_238,3D Rendering,Technical,Scientific Illustration Variation 2,"3D scientific illustration, {materials}, {lighting}, {angle}, {quality}",Professional 3D scientific illustration template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_239,3D Rendering,Technical,Scientific Illustration Variation 3,"3D scientific illustration, {materials}, {lighting}, {angle}, {quality}",Professional 3D scientific illustration template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_240,3D Rendering,Technical,Scientific Illustration Variation 4,"3D scientific illustration, {materials}, {lighting}, {angle}, {quality}",Professional 3D scientific illustration template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_241,3D Rendering,Technical,Technical Drawing Variation 1,"3D technical drawing, {materials}, {lighting}, {angle}, {quality}",Professional 3D technical drawing template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_242,3D Rendering,Technical,Technical Drawing Variation 2,"3D technical drawing, {materials}, {lighting}, {angle}, {quality}",Professional 3D technical drawing template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_243,3D Rendering,Technical,Technical Drawing Variation 3,"3D technical drawing, {materials}, {lighting}, {angle}, {quality}",Professional 3D technical drawing template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_244,3D Rendering,Technical,Technical Drawing Variation 4,"3D technical drawing, {materials}, {lighting}, {angle}, {quality}",Professional 3D technical drawing template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_245,3D Rendering,Technical,Cad Model Variation 1,"3D CAD model, {materials}, {lighting}, {angle}, {quality}",Professional 3D CAD model template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_246,3D Rendering,Technical,Cad Model Variation 2,"3D CAD model, {materials}, {lighting}, {angle}, {quality}",Professional 3D CAD model template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_247,3D Rendering,Technical,Cad Model Variation 3,"3D CAD model, {materials}, {lighting}, {angle}, {quality}",Professional 3D CAD model template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_248,3D Rendering,Technical,Cad Model Variation 4,"3D CAD model, {materials}, {lighting}, {angle}, {quality}",Professional 3D CAD model template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_249,3D Rendering,Technical,Engineering Design Variation 1,"3D engineering design, {materials}, {lighting}, {angle}, {quality}",Professional 3D engineering design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_250,3D Rendering,Technical,Engineering Design Variation 2,"3D engineering design, {materials}, {lighting}, {angle}, {quality}",Professional 3D engineering design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_251,3D Rendering,Technical,Engineering Design Variation 3,"3D engineering design, {materials}, {lighting}, {angle}, {quality}",Professional 3D engineering design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
REND_252,3D Rendering,Technical,Engineering Design Variation 4,"3D engineering design, {materials}, {lighting}, {angle}, {quality}",Professional 3D engineering design template,"materials, lighting, angle, quality modifiers","Stable Diffusion, Flux AI",High
ANIM_253,Anime,Character,Anime Character Portrait Variation 1,"anime character portrait, {art_style}, {colors}, {mood}, {quality}",Anime anime character portrait template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_254,Anime,Character,Anime Character Portrait Variation 2,"anime character portrait, {art_style}, {colors}, {mood}, {quality}",Anime anime character portrait template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_255,Anime,Character,Anime Character Portrait Variation 3,"anime character portrait, {art_style}, {colors}, {mood}, {quality}",Anime anime character portrait template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_256,Anime,Character,Anime Character Portrait Variation 4,"anime character portrait, {art_style}, {colors}, {mood}, {quality}",Anime anime character portrait template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_257,Anime,Character,Anime Character Portrait Variation 5,"anime character portrait, {art_style}, {colors}, {mood}, {quality}",Anime anime character portrait template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_258,Anime,Character,Anime Character Portrait Variation 6,"anime character portrait, {art_style}, {colors}, {mood}, {quality}",Anime anime character portrait template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_259,Anime,Scene,Anime Landscape Scene Variation 1,"anime landscape scene, {art_style}, {colors}, {mood}, {quality}",Anime anime landscape scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_260,Anime,Scene,Anime Landscape Scene Variation 2,"anime landscape scene, {art_style}, {colors}, {mood}, {quality}",Anime anime landscape scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_261,Anime,Scene,Anime Landscape Scene Variation 3,"anime landscape scene, {art_style}, {colors}, {mood}, {quality}",Anime anime landscape scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_262,Anime,Scene,Anime Landscape Scene Variation 4,"anime landscape scene, {art_style}, {colors}, {mood}, {quality}",Anime anime landscape scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_263,Anime,Scene,Anime Landscape Scene Variation 5,"anime landscape scene, {art_style}, {colors}, {mood}, {quality}",Anime anime landscape scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_264,Anime,Scene,Anime Landscape Scene Variation 6,"anime landscape scene, {art_style}, {colors}, {mood}, {quality}",Anime anime landscape scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_265,Anime,Style,Manga Style Illustration Variation 1,"manga style illustration, {art_style}, {colors}, {mood}, {quality}",Anime manga style illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_266,Anime,Style,Manga Style Illustration Variation 2,"manga style illustration, {art_style}, {colors}, {mood}, {quality}",Anime manga style illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_267,Anime,Style,Manga Style Illustration Variation 3,"manga style illustration, {art_style}, {colors}, {mood}, {quality}",Anime manga style illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_268,Anime,Style,Manga Style Illustration Variation 4,"manga style illustration, {art_style}, {colors}, {mood}, {quality}",Anime manga style illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_269,Anime,Style,Manga Style Illustration Variation 5,"manga style illustration, {art_style}, {colors}, {mood}, {quality}",Anime manga style illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_270,Anime,Style,Manga Style Illustration Variation 6,"manga style illustration, {art_style}, {colors}, {mood}, {quality}",Anime manga style illustration template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_271,Anime,Character,Chibi Character Design Variation 1,"chibi character design, {art_style}, {colors}, {mood}, {quality}",Anime chibi character design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_272,Anime,Character,Chibi Character Design Variation 2,"chibi character design, {art_style}, {colors}, {mood}, {quality}",Anime chibi character design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_273,Anime,Character,Chibi Character Design Variation 3,"chibi character design, {art_style}, {colors}, {mood}, {quality}",Anime chibi character design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_274,Anime,Character,Chibi Character Design Variation 4,"chibi character design, {art_style}, {colors}, {mood}, {quality}",Anime chibi character design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_275,Anime,Character,Chibi Character Design Variation 5,"chibi character design, {art_style}, {colors}, {mood}, {quality}",Anime chibi character design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_276,Anime,Character,Chibi Character Design Variation 6,"chibi character design, {art_style}, {colors}, {mood}, {quality}",Anime chibi character design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_277,Anime,Scene,Anime Action Scene Variation 1,"anime action scene, {art_style}, {colors}, {mood}, {quality}",Anime anime action scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_278,Anime,Scene,Anime Action Scene Variation 2,"anime action scene, {art_style}, {colors}, {mood}, {quality}",Anime anime action scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_279,Anime,Scene,Anime Action Scene Variation 3,"anime action scene, {art_style}, {colors}, {mood}, {quality}",Anime anime action scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_280,Anime,Scene,Anime Action Scene Variation 4,"anime action scene, {art_style}, {colors}, {mood}, {quality}",Anime anime action scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_281,Anime,Scene,Anime Action Scene Variation 5,"anime action scene, {art_style}, {colors}, {mood}, {quality}",Anime anime action scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_282,Anime,Scene,Anime Action Scene Variation 6,"anime action scene, {art_style}, {colors}, {mood}, {quality}",Anime anime action scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_283,Anime,Scene,School Anime Scene Variation 1,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_284,Anime,Scene,School Anime Scene Variation 2,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_285,Anime,Scene,School Anime Scene Variation 3,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_286,Anime,Scene,School Anime Scene Variation 4,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_287,Anime,Scene,School Anime Scene Variation 5,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_288,Anime,Scene,School Anime Scene Variation 6,"school anime scene, {art_style}, {colors}, {mood}, {quality}",Anime school anime scene template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_289,Anime,Style,Fantasy Anime Variation 1,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_290,Anime,Style,Fantasy Anime Variation 2,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_291,Anime,Style,Fantasy Anime Variation 3,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_292,Anime,Style,Fantasy Anime Variation 4,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_293,Anime,Style,Fantasy Anime Variation 5,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_294,Anime,Style,Fantasy Anime Variation 6,"fantasy anime, {art_style}, {colors}, {mood}, {quality}",Anime fantasy anime template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_295,Anime,Style,Mecha Anime Design Variation 1,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_296,Anime,Style,Mecha Anime Design Variation 2,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_297,Anime,Style,Mecha Anime Design Variation 3,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_298,Anime,Style,Mecha Anime Design Variation 4,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
ANIM_299,Anime,Style,Mecha Anime Design Variation 5,"mecha anime design, {art_style}, {colors}, {mood}, {quality}",Anime mecha anime design template,"art_style, colors, mood, quality modifiers","Midjourney, NovelAI",Medium
